name,desc,tags,price,cicle,spec,new_spec,pay_type,desc_process,lof_label,labels
【企业对公验证】【企业打款验证】验证和查询接口,【打款验证、查询接口】！请确保已购买【企业公户验证】或【企业打款验证】商品的前提下再拍此接口！,,4.4,1年,2200.00元/500次,4.4,0.0,打款 验证 查询 接口 请 确保 已 购买 公户 验证 打款 验证 商品 前提 下 再 拍此 接口,1,3
车辆排放标准查询,根据车架号查询车辆排放标准，支持大小型车、商用车。,,1.2,1年,60.00元/50次,1.2,0.0,车架号 查询 车辆 排放 标准 支持 大 小型车 商用车,1,3
Windows 2012R2 Standard 标准版64位纯净系统(自动激活),此镜像为Windows Server 2012R2 Standard 标准版64位纯净系统，系统集成腾讯云组件，支持自动激活，系统补丁已更新至2022年1月24日。,WindowsServer，windows2012，win10，win2012，2012R2,0.0,-1,-1,-1,,镜像 WindowsServerRStandard 标准版  位 纯净 系统 系统集成 腾讯 云 组件 支持 自动 激活 系统 补丁 已 更新  年  月  日,1,0
环境配置 环境搭建 应用部署 数据库安装（Oracle RAC）,配置Java、IIS、ASP、PHP、ASP.net、FTP、SQL Server、MySQL、PhpMyadmin，Oracle 11g、12C、18C、Oracle RAC等环境。,环境配置，数据服务，故障修复，程序优化，故障排除,300.0,1次,数据库安装,数据库安装,1.0,配置 JavaIISASPPHPASPnetFTPSQLServerMySQLPhpMyadminOraclegCCOracleRAC 环境,1,0
微盛物业小程序,业主互动，一键反馈,O2O,1000.0,1年,f7-增加一个小区,f7-增加一个小区,2.0,业主 互动 一键 反馈,1,3
壹佳店·企业·官网小程序,音频视频图文免费付费发布 官网预约,,680.0,1年,旗舰版,旗舰版,2.0,音频视频 图文 免费 付费 发布 官网 预约,1,0
【万维易源】-手机号码归属地查询-手机号码归属地API,三网、上亿条数据、高并发、不限流、高可用、低延迟！查询手机号对应的归属地信息，返回的包括省、市、邮编、区号等信息。支持全国三网手机号码归属地查询，上亿条数据，综合了多个数据源，涵盖国内新手机号段。更新及时、准确度高；不支持查询携号转网的号码【已获“国家二级等保”，安全更有保障】,,0.000333,1年,"10.00元/30,000次",0.000333,0.0,三 网上 亿条 数据 高 并发 不限流 高 可用 低 延迟 查询 手机号 对应 归属 信息 返回 省市 邮编 区 号 信息 支持 全国 三网 手机号码 归属 查询 上 亿条 数据 综合 多个 数据源 涵盖 国内 手机号 段 更新 及时 准确度 高 不 支持 查询 携号 转网 号码 已获 国家 二级 保 安全 更 保障,1,3
易源数据-文本敏感词检测过滤,"检测文本内容是否包含违规内容, 识别过滤文本中的垃圾内容，规避色情、广告、灌水、渉政、辱骂等内容风险。",文字识别,0.0036,1年,"20.00元/5,556次",0.0036,0.0,检测 文本 是否 包含 违规 识别 过滤 文本 中 垃圾 规避 色情广告 灌水 渉 政 辱骂 风险,1,3
极客小程序酒店预订微信小程序解决方案,为酒店行业提酒店预订微信小程序解决方案,酒店,52.14285714,7天,旗舰版,旗舰版,2.0,酒店 行业 提 酒店 预订 微信 小程序 解决方案,1,2
境外商户移动支付申请,为境外商户提供线上线下移动支付,支付工具,20.0,1年,个,个,2.0,境外 商户 线 上线 下 移动 支付,1,0
中云微迅-超级导航小程序,小程序导航全新UI视觉改版，导航轮播、为你推荐、小程序分类，界面更丰富，小程序简介快速了解小程功能，用户体验更优，小程序直接跳转、小程序码长按识别、网页跳转，操作多样化，简单便捷功能更强大.,全部行业，办公协同,328.5,10天,基础版,基础版,2.0,小程序 导航 全新 UI 视觉 改版 导航 轮播 推荐 小程序 分类 界面 更 丰富 小程序 简介 快速 了解 小 程 用户 体验 更优 小程序 直接 跳转 小程序 码长 识别 网页 跳转 操作 多样化 简单 便捷 更 强大,1,3
OCR双面识别/身份证正反面识别,可识别身份证的正面及反面的信息（需要将图片转换为BASE64字符串） 正面返回：姓名、身份证号、地址、生日、性别、民族、身份证类别、切边图、号码截图、头像、头像高、头像左、头像右的坐标。反面返回：签发机关、有效期,OCR,0.15,1年,"150.00元/1,000次",0.15,0.0,识别 身份证 正面 反面 信息 需要 图片 转换 BASE 字符串 正面 返回 姓名 身份证号 地址 生日 性别 民族 身份证 类别 切边 图 号码 截图 头像 头像 高 头像 左 头像 右 坐标 反面 返回 签发 机关 有效期,1,1
云尚航歌-【小程序制作 小程序开发 小程序定制】,企业定制小程序，更注重细节！,按需定制，小程序定制,99999.0,1次,定制版,定制版,1.0,定制 小程序 更 注重 细节,1,2
智能检测人脸肤质（全接口版）,智能检测人脸肤质，智能测肤，测肤，人工智能检测，为APP、小程序、公众号提供专业测肤技术支持。提供脸部关键点、黑眼圈、皱纹、斑点、毛孔、肌肤年龄等分析。,人脸识别,0.37,1年,37.00元/100次,0.37,0.0,智能 检测 人脸 肤质 智能 测肤 测肤 人工智能 检测 APP 小程序 公众 号 专业 测肤 技术支持 脸部 关键点 黑眼圈 皱纹 斑点 毛孔 肌肤 年龄 分析,1,3
火车查询,提供全国火车票时刻查询、火车站站查询、火车余票查询等3个接口。,,0.016,1年,"320.00元/20,000次",0.016,0.0,全国 火车票 时刻 查询 火车站 站 查询 火车 余票 查询  接口,1,3
人脸比对-API服务,人脸比对API服务接口本服务提供以下功能: 人证合一验证，用户认证等，可与现有的人脸库进行比对验证。联系QQ：2121522763,人脸识别,0.01,1年,1.00元/100次,0.01,0.0,人脸 API 服务 接口 服务 以下 人证 合一 验证 用户 认证 现有 人脸 库 进行 验证 联系 QQ,1,0
旅游小程序 开发者专用 开放源码,该开源小程序支持推荐热门旅游景点，描述旅行行程，每个旅游景点的详细介绍，点赞数，评论数，评论内容，支持显示最佳旅游地列表，热门景点列表，支持个人中心显示丝数，关注数，头像，用户的游记。注：该开源小程序仅支持静态页面，仅支持微信开发者工具和手机端微信小程序（不支持微信电脑端）。,,1999.0,1年,标准版,标准版,2.0,开源 小程序 支持 推荐 热门 旅游景点 描述 旅行 行程 每个 旅游景点 详细 介绍 点赞数 评论 数 评论 支持 显示 最佳 旅游 列表 热门 景点 列表 支持 个人 中心 显示 丝数 关注 数 头像 用户 游记 注该 开源 小程序 支持 静态 页面 支持 微信 开发者 工具 手机 端 微信 小程序 不 支持 微信 电脑 端,1,3
车架号VIN码识别-vin码OCR识别-车辆识别代码识别-汽车vin码图片识别-车架号识别-悦保科技,支持对车辆识别代号（VIN）的检测和识别，基于悦保科技领先的VI技术，识别率高达99%，识别速度小于0.5秒，覆盖车型广，也可与车险接口打包带出车险全量信息，包含车辆信息+人员信息+车险信息。,,0.1,1年,"100.00元/1,000次",0.1,0.0,支持 车辆 识别 代号 VIN 检测 识别 基于 悦保 科技 领先 VI 技术 识别率 高达  识别 速度 小于  秒 覆盖 车型 广 车险 接口 打包带 车险 全量 信息 包含 车辆 信息 人员 信息 车险 信息,1,3
StarRocks分布式数据库系统,极速多维分析，全新的业务洞察速度。秒级实时分析，全新的业务洞察实时性。高并发查询，赋能更多业务人员。灵活模型构建，快速响应业务变化。,DataBase，Adhoc，OLAP，数据仓库,3000.0,1年,单个VCPU核,单个VCPU核,2.0,极速 多维分析 全新 业务 洞察 速度 秒级 实时 分析 全新 业务 洞察 实时性 高 并发 查询 赋能 更 业务人员 灵活 模型 构建 快速 响应 业务 变化,1,0
社群微分销商城 全网8合一多端网站,社群微分销商城,B2C商城，多商户商城，分销商城，跨境商城,5999.0,1年,社群微分销商城标准版,社群微分销商城标准版,2.0,社群 微 分销商 城,1,3
数字克隆人定制（数字人视频AI剪辑应用）,"数字克隆人定制（数字人视频AI剪辑），仅文本可完成海量视频制作，提升制作效率，节省成本
•海量数字“克隆”人模板；
•照片一键换脸
•1:1个性化真人、真声私人定制
•高效制作培训、营销、沟通的视频",,1.0,1年,数字克隆人定制（数字人视频AI剪辑）,数字克隆人定制（数字人视频AI剪辑）,2.0,数字 克隆人 定制 数字 人 视频 AI 剪辑 文本 完成 海量 视频 制作 提升 制作 效率 节省成本 海量 数字 克隆人 模板 照片 一键 换脸  个性化 真人 真声 私人 定制 高效 制作 培训 营销 沟通 视频,1,0
33bus视频号商城,"视频号将成为微信生态重要的链接版块打通三大生态，相互链接导流，形成以视频号为核心更强大的生态体系，为短视频行业带来新一波的红利
短视频时代，你需要有一个视频号商城。商家小程序可在视频号中实现商品展示和带货功能，进一步提升经营能力。",电商，零售，门店，小程序商城,7198.0,1年,视频号商城,视频号商城,2.0,视频 号 成为 微信 生态 重要 链接 版块 打通 三大 生态 相互 链接 导流 形成 视频 号 核心 更 强大 生态 体系 短 视频 行业 带来 新一波 红利 短 视频 时代 需要 视频 号 商城 商家 小程序 视频 号 中 实现 商品 展示 带货 进一步 提升 经营 能力,1,0
时创云·网站定制开发服务,"不止于价，更忠于质；一对一服务，直至满意；标准服务效率更高，交付更快；8年实体公司，全球设立分支机构11家，全球性交付中心2家，高精尖技术人才500+，累计服务全球客户1000余家，其中包括：首钢集团、中国铁建、伊利、中远集团等,Tel：13552932450 (同微信)
",网站定制，网站建设，网站源码，建站，免费建站方案,200.0,1次,时创云·标准源码网站定制+独立部署+源码交付,时创云·标准源码网站定制+独立部署+源码交付,1.0,不止 于价 更 忠于 质 一对一 服务 直至 满意 标准 服务 效率 更高 交付 更快  年 实体 全球 分支机构  家 全球性 交付 中心  家 高精尖 技术 人才  累计 服务 全球 客户  余家 首钢 集团 中国 铁建 伊利 中远 集团 Tel 同微信,1,1
模拟考试题库刷题流量主小程序,1、本模块支持 多选题、单选题、填空题（支持多空）、判断题、语音题（即一段语音下面多个选择题）等题型2、可导入内部学员信息，创建内部学员专属题库3、后台可批量生成指定题库激活码，学员输入激活码可激活指定题库（可以做线下收费）4、支持流量主设置5、支持知识点管理,定制APP，刷题小程序APP，考试题库小程序,139742.8571,7天,正式版,正式版,2.0, 模块 支持 多选题 单选题 填空题 支持 多空 判断题 语音 题即 一段 语音 下面 多个 选择题 题型  导入 内部 学员 信息 创建 内部 学员 专属 题库  后台 批量 生成 题库 激活码 学员 输入 激活码 激活 题库 做 线下 收费  支持 流量 主 设置  支持 知识点 管理,1,3
WiFi码小程序搭建三级分销独立后台部署系统,"用户端小程序：给普通用户使用的小程序端，主要功能是用于连接wifi，其他功能包括可以申请加盟，创建wifi码，在线客服等。
后台端小程序：主要是给运营人员提供后台管理功能的小程序，后台运营人员一般包括：超管，团长，拓展员，商家四种类型的用户",,1598.0,1次,一套系统,一套系统,1.0,用户端 小程序 普通用户 小程序 端 主要 用于 连接 wifi 申请 加盟 创建 wifi 在线 客服 后台 端 小程序 主要 运营 人员 后台 管理 小程序 后台 运营 人员 超管 团长 拓展 员 商家 四种 类型 用户,1,0
实人认证 真人认证 身份核验 ,实人认证是对用户身份信息真实性核验的服务，验证用户为真人且为本人。包含证件 OCR 识别、活体检测、人脸对比等能力，安全效果在金融场景被有效验证，广泛应用于社交、网约车出行、银行、保险等行业。,,10.0,1次,咨询,咨询,1.0,实人 认证 用户 身份 信息 真实性 核验 服务 验证 用户 真人 本人 包含 证件 OCR 识别 活体 检测 人脸 对比 能力 安全 效果 金融 场景 有效 验证 广泛应用 社交 网约车 出行 银行 保险 行业,1,0
