name,desc,tags,price,cicle,spec,new_spec,pay_type
云主机迁移,由具备腾讯云 TCP 认证的工程师为您提供专业的迁移服务。,数据迁移，网站迁移,500,1次,虚拟机迁移上云,虚拟机迁移上云,1
组织机构代码证识别-搜象OCR文字识别,对组织机构代码证进行字段结构化识别；支持图片和PDF指定页识别，二者传参支持URL格式或BASE64字符串格式；支持图像自动分类，支持图像平面任意角度的旋转/倾斜。 ,证件识别，文字识别，OCR,0.06,1年,"60.00元/1,000次",0.06,0
往来港澳通行证识别-搜象OCR文字识别,对往来港澳通行证进行字段结构化识别；支持图片和PDF指定页识别，二者传参支持URL格式或BASE64字符串格式；支持图像自动分类，支持图像平面任意角度的旋转/倾斜。 ,证件识别，文字识别，OCR,0.06,1年,"60.00元/1,000次",0.06,0
往来台湾通行证识别-搜象OCR文字识别,对往来台湾通行证进行字段结构化识别；支持图片和PDF指定页识别，二者传参支持URL格式或BASE64字符串格式；支持图像自动分类，支持图像平面任意角度的旋转/倾斜。,证件识别，文字识别，OCR,0.06,1年,"60.00元/1,000次",0.06,0
八字命运精批算命|宝宝起名|姓名测算|八字合婚|灵签占卜,凭借领先的命理玄学知识图谱与人工智能技术，八字算命、生辰八字算命、八字预测、生辰八字、免费算命、五行八字，姓名测算与五行喜神，八字排盘专业分析数据,,0.08,1年,40.00元/500次,0.08,0
【聚美智数】全国停车场数据实时查询-停车场实时查询,"【全国停车场数据实时查询】停车场数据实时查询，返回包括停车场位置，车位数，剩余车位、费用等信息,覆盖全国十万个以上停车场。—— 我们只做精品!",,0.16,1年,80.00元/500次,0.16,0
微盛物流配送小程序,拓展销售渠道,,4000,1年,d8-高级版,d8-高级版,2
【IT链】投票小程序营销小程序,多活动同时进行，自定义界面风格，视频上传 音频上传，评论功能，送礼功能IT链企业服务中心，让天下商家没有难做的小程序！！,工具,1980,1年,【IT链】巨划算⭐买一年送一年,【IT链】巨划算⭐买一年送一年,2
【IT链】美容美发营销版美业通,重点解决美容服务行业营销难的问题。IT链企业服务中心，让天下商家没有难做的小程序！！,美容，美业，美发,15456,1个月,⭐正式合作版⭐,⭐正式合作版⭐,2
翔云-驾驶证识别API【图像、文字识别OCR】（限时大促）,通过提交驾驶证图片，智能提取驾驶证图片信息，包括姓名、驾驶证号、性别、有效期限等所有信息，驾驶证识别服务，可快速精准的识别出驾驶证信息并返回，可免去您人工校对录入驾驶证信息的烦恼。,证件识别,0.09975,1年,"399.00元/4,000次",0.09975,0
【IT链】社群社区团购小程序,社区团购+社群团购，线上线下双模式，后台自由配置配送方式.IT链企业服务中心，让天下没有难做的小程序！,零售，社区团购，群接龙，社群电商,3588,1个月,⭐正式合作版⭐⭐带直播功能,⭐正式合作版⭐⭐带直播功能,2
【三网语音验证】语音验证码-语音播报验证码-语音验证码接口-语音验证码服务-语音验证码API,【语音验证码 语音播报验证码 语音验证码接口 语音验证码服务 语音验证码API】支持移动联通电信，清晰播报语音、高并发、安全稳定，应用于用户注册、登录认证、交易支付、密码找回等场景。,,0.061538,1年,"188.00元/3,055次",0.061538,0
人工数据运维,人工数据运维,代维护,600000,1年,人工数据运维,人工数据运维,2
H5-四合一/八合一 | 操作简单，功能强大,模板库：http://shenliang.net/Content/644814.html,企业网站，营销网站，微信网站，H5网站，深量建站,2980,1年,推广版/八合一,推广版/八合一,2
有赞微商城 | 小程序商城 | 分销小程序,有赞微商城，好用的开店工具，提供「微商城+小程序+直播卖货」一站式解决方案，近百种营销玩法帮助商家获得源源不断的订单和客户。,电商，超市，零售，多门店，O2O，拼团,354571.4286,7天,电商基础版,电商基础版,2
白银价格,上海黄金交易所、上海期货交易所、香港金银业贸易场、银行账户黄金、伦敦金、银价格、货币贵金属等市场白银价格行情,,0.00198,1年,"198.00元/100,000次",0.00198,0
人脸识别检测及属性分析,本服务提供以下功能: 人脸检测：检测出图片中人脸及标记出位置信息。人脸关键点：找出人脸的核心关键点信息，及68个详细关键点信息。,人脸识别,0.01,1年,1.00元/100次,0.01,0
【H5响应式企业网站】高效建站一次性收费 企业官网 推广营销型建站,【自助建站】多模响应式网站，响应AMP手网站、MIP手机网站，企业网站建设，营销型网站；免费模版、免费云空间 ；高级效建站一次性收费 咨询热线：18661939702,响应式网站，网站建设，H5响应式网站，企业网站建设,1480,1年,H5响应式网站企业版（美国/香港服务器任选）,H5响应式网站企业版（美国/香港服务器任选）,2
行驶证OCR识别,识别行驶证信息。正本包括所有人、地址、使用性质、品牌、发动机、车辆类型、车牌、VIN码、注册日期等；副本包括检验记录、总质量、整备质量、车牌、核定载客数、核定载质量、档案编号等,,0.15,1年,15.00元/100次,0.15,0
【精品推荐】百度MIP手机网站+百度智能小程序,易营宝MIP移动网站是一套基于百度MIP、熊掌号而开发的网站智能自助搭建系统，移动网站使用MIP标准的网页，能快速让你的网站被百度收录，同时一键制作百度智能小程序。易营宝MIP移动网站所有页面都是经过SEO优化后的，用户可以在短时间内搭建一整套移动版的百度MIP网站,微信小程序，其他网站定制，百度MIP手机网站，百度智能小程序,1600,1年,营销版MIP手机网站,营销版MIP手机网站,2
Windows server 2012 R2 标准版 64位中文版 纯净版（不含激活码）,"1、微软官方100纯净版镜像。
2、2012R2最新系统。
3、不含激活码，需自行激活",,0,-1,-1,-1,
ov ev企业级ssl证书安装配置服务,"提供企业级ssl证书申请配置服务 单域名：保护一个明细域名。通配符：保护所有二级域名。
",系统配置，镜像配置，证书安装，镜像代维，系统升级,200,1次,OV企业级通配证书申请+配置,OV企业级通配证书申请+配置,1
腾讯HR助手（SaaS版）,腾讯HR助手提供围绕核心人事信息管理 、扫码入职、电子工资单、OKR目标管理、远程面试、团队贺卡、360评估、背景调查、薪酬管理、考勤管理、员工关怀、企业门户、企业通知公告等核心场景的数字化服务，帮助企业实现HR数字化从0到1的跨越！,人力资源,300,-1,-1,-1,
电影票外卖劵分销CPS小程序开发,"1自购省钱,分享赚钱,躺赢的合作模式
2外卖超值联盟红包接入
3到餐爆品多时段秒杀/外卖
4外卖接入CPA数据
5外卖接入实时订单
60服务费,所有官方返佣让利给客户",,15000,1次,小程序,小程序,1
营业执照OCR识别-营业执照图片识别高清版【数链云】,【营业执照图片OCR识别高清】上传营业执照，解析营业执照上的法人、注册资本、有效期、地址、社会信用代码、公司名称、注册日期；格式为 JPG(JPEG)，BMP，PNG，TIFF（小写也可以），宽和⾼⼩于等于4000px，大小不能超过1MB，图片不支持旋转。,,0.1,1年,1.00元/10次,0.1,0
银行卡四要素-银行卡4要素实名认证-银行卡实名验证-银行卡实名鉴权【数链云】,【银行卡四要素-银行卡4元素-银行卡实名认证-银行卡校验核验】验证开卡人银行卡卡号、身份证号码、姓名、手机号是否一致。银联核验，稳定可靠。,,0.2,1年,2.00元/10次,0.2,0
鸟类品种识别_2000余品种识别_智能喂鸟器_鸟类科普_快瞳科技,快瞳科技-鸟类品种识别，支持识别静止或飞行状态下的鸟类品种，目前已支持北美地区2000+品种识别，适用于智能喂鸟器，鸟类观测等应用场景。,,0.08,1年,"400.00元/5,000次",0.08,0
【卓曼科技】OCR图片文字识别接口,"【OCR图文识别】可根据您的业务需求调用OCR技术接口，精准识别图片文字，将图片里所有的通用文字、手写文字，按自左到右、从上到下的顺序全部解析出来，并辅以格式清洗，助力企业降低人工录入成本，提升输入效率。
",,0.0044,1年,"88.00元/20,000次",0.0044,0
身份证识别-身份证OCR识别-身份证信息高清识别-有解智能,支持身份证正反面的全部字段进行结构化识别，包括姓名、性别、民族、出生日期、地址、身份证号、有效期限、签发机关。,,0.049,1年,"49.00元/1,000次",0.049,0
TIKTOK直播网络专线,美国/马来/日本/韩国/新加坡/印尼/越南/泰国/英国节点出口任选一个,,1,-1,-1,-1,
PHP运行环境-安全加固(PHP7.0  CentOS 7.9 64位),"（1）操作系统：CentOS7.9   64位
（2）软件版本： Nginx/1.22.0、MySQL 5.7、PHP 7.0",,2,-1,-1,-1,
工智道365-培训管理,基于云原生，提供多样化的功能支持满足企业内部员工、承包商及外来访客人员等化工安全培训合规要求的线上线下一体化平台。,,50000,1年,专业版,专业版,2
工业外观质检一体机,"针对工业产品外观缺陷的检测痛点和难点，基于多轴联动控制和人工智能技术而推出的软硬一体化智能质检通用解决方案。
",,0,-1,-1,-1,
身份证二要素实名认证-身份证二要素实名核验-身份证一致性实名校验-身份证实名验证绿色版,【身份证实名认证身份证二要素实名核验身份证实名鉴权身份证实名校验身份证实名验证】传入姓名、身份证号，校验此二要素是否一致，同时返回生日、性别、籍贯等信息。高质量接口，直连官方实时核验，毫秒级响应，零缓存，校验100%可靠。准确 • 稳定 • 可靠，才是关键！,酒店，金融，通用,0.01,1年,1.00元/100次,0.01,0
银行卡四要素（四元素）实名认证验证,银行卡实名认证，银行卡4元素(三要素)实名认证，银行卡四要素核验，银行卡四元素检测，银行卡四要素实名认证，通过银行卡、姓名、身份证、手机号4个元素来校验是否一致。,数据应用，实名认证，银行卡认证，身份认证，手机查询,0.3,1年,3.00元/10次,0.3,0
天天预约——旅游景点预约小程序,专业为旅游景点设定， 性价比最优性能极佳的预约系统，互联网+景区一套科学的saas服务流程管理系统。核心功能：无需开发一键启用，三分钟免费注册小程序、店铺DIY可视化搭建、限时秒杀、积分抵现、优惠券、限时秒杀、预约表单、员工智能排班、一单一码、一单多码、一键发圈、开单、附件等更多,在线预约，景区票务，微信小程序预约，游乐园预约,0,7天,景区预约,景区预约,2
